"Image type","Feature Class","Feature Name","Segmentation_80-89_segment_Segment_1","Segmentation_80-89_segment_Segment_2","Segmentation_80-89_segment_Segment_3","Segmentation_80-89_segment_Segment_4","Segmentation_80-89_segment_Segment_5","Segmentation_80-89_segment_Segment_6","Segmentation_80-89_segment_Segment_7","Segmentation_80-89_segment_Segment_8","Segmentation_80-89_segment_Segment_9","Segmentation_80-89_segment_Segment_10"
"original","glszm","GrayLevelVariance","2.1768707482993195","1.5049603174603177","1.9733950501449093","1.059763680804448","1.8261723100913343","1.4422770824880622","1.7793401838831802","1.7466280629899018","1.1581632653061225","1.1929290214697366"
"original","glszm","HighGrayLevelZoneEmphasis","21.789115646258505","18.178571428571427","29.45205479452055","15.804270462633452","13.279850746268657","20.625698324022345","24.953488372093023","20.04201680672269","7.955357142857143","9.360655737704919"
"original","glszm","LargeAreaEmphasis","1059497.5476190476","602410.4583333334","758726.8219178083","685078.0142348754","630658.9589552239","689919.7318435754","858742.688372093","748428.0462184874","773844.8035714285","596657.6338797815"
"original","glszm","LargeAreaHighGrayLevelEmphasis","19852524.329931974","11910789.672619049","20132426.520547945","8370383.145907474","4782288.686567164","14847560.413407821","19833636.637209304","12613736.07142857","3757435.5","5192364.049180328"
"original","glszm","LargeAreaLowGrayLevelEmphasis","60270.59482393525","33504.674195618725","29942.12673894558","61150.42943060498","107824.6003571217","34034.65259602351","39317.87998096292","45617.35941243164","175870.16920758926","71774.04228445659"
"original","glszm","LowGrayLevelZoneEmphasis","0.094449747018989","0.08503317844995141","0.06450389059733483","0.10689897192566233","0.16386498629302468","0.08118012009272983","0.0862672111480251","0.08441621886849979","0.31120783730158724","0.22796448087431695"
"original","glszm","SizeZoneNonUniformity","59.2312925170068","38.107142857142854","46.42465753424658","37.313167259786475","44.6865671641791","32.01675977653631","51.437209302325584","57.075630252100844","37.92857142857143","18.37704918032787"
"original","glszm","SizeZoneNonUniformityNormalized","0.20146698135036328","0.226828231292517","0.21198473759929942","0.13278707209888427","0.16674092225439965","0.17886457975718612","0.23924283396430504","0.23981357248781865","0.16932397959183673","0.10042103377228344"
"original","glszm","SmallAreaEmphasis","0.4601359964111327","0.48379603018746","0.46809116057973976","0.35257966959133413","0.40534915301712093","0.42027294076572136","0.5029706494818057","0.5057212893234508","0.4089635509157477","0.29640880865068264"
"original","glszm","SmallAreaHighGrayLevelEmphasis","9.66149002861285","8.936491463302437","13.62784492724715","5.818793301664729","4.654646480436671","8.684011547121035","12.26355387632057","10.921398462035105","3.3075343053800337","2.686020905411421"
"original","glszm","SmallAreaLowGrayLevelEmphasis","0.045879565920674194","0.03991636745267922","0.029054360148180233","0.03938702821605642","0.08815843916506313","0.03674868845105732","0.04017193750219255","0.03364963308310118","0.11075430679541741","0.06489648370074944"
"original","glszm","ZoneEntropy","5.397646716890865","4.792701568087001","5.141677644999199","5.574398759674152","5.488916503291588","5.132908849742998","4.927842599131991","5.075374683493869","5.170588193757349","5.689419991073292"
"original","glszm","ZonePercentage","0.00845337703786768","0.007328883653971993","0.009174696271470465","0.011750439073346157","0.009357215181034181","0.008845621664360545","0.008319145643089306","0.009216589861751152","0.009836641489548568","0.010209205020920502"
"original","glszm","ZoneVariance","1045503.6233166737","583792.8304634354","746846.817330748","677835.459100062","619237.8896608377","677139.3661870728","844293.5302109248","736655.7962184873","763509.902742347","587063.2708053392"
"original","ngtdm","Busyness","39.496277118683246","24.484970299000885","19.128595772547488","63.884841271629","64.78882701603249","28.710012756716935","22.941889752476417","33.506350747109906","78.9486015281025","70.99627125141214"
"original","ngtdm","Coarseness","0.0006940438780058129","0.0009926847840603242","0.0010218491811482924","0.0006023160729001699","0.0007381413728558598","0.0008366186882809778","0.0009030379545071991","0.0008044005353831783","0.0007239253791621444","0.0008700499271849389"
"original","ngtdm","Complexity","3.093217882039983","4.773183741985666","4.475122683852729","2.918289871623615","3.8053475876192855","3.647122587653228","4.16155528697478","3.317821795335492","2.866271526299807","1.7591268371923166"
"original","ngtdm","Contrast","0.006404381904528677","0.0060650390684461025","0.006942203510995416","0.005718614396264703","0.008522997806754381","0.004856075575827492","0.005054660873748132","0.004982265497358805","0.005177954566367854","0.007447610846516949"
"original","ngtdm","Strength","0.0134057337777118","0.02600550335461993","0.026980205446268935","0.009199887489664653","0.017431380887237353","0.019887894706435604","0.025932750034520943","0.016349432937251822","0.0146023976175917","0.008362392045923444"
